Year	Month	Day	Hour	Minute	Second	Catalog	Saros	Type	Gamma
-10012	9	12	04	11	43	-148562	-222	P	-1.0473
-10011	2	6	10	00	21	-148557	-255	P	-1.3397
-10011	3	7	22	48	36	-148556	-217	P	1.4276
-10011	8	3	05	02	15	-148551	-250	P	1.0562
-10010	1	26	19	35	14	-148545	-245	T	-0.5147
-10010	7	23	10	06	06	-148539	-240	A	0.3926
-10009	1	16	11	01	36	-148533	-235	T	0.2473
-10009	7	12	09	36	35	-148527	-230	A	-0.2948
-10008	1	6	04	05	57	-148521	-225	T	0.9806
-10008	6	30	10	45	28	-148515	-220	A	-0.9762
-10008	11	26	06	06	31	-148510	-253	A	-0.9520
-10007	5	21	08	50	03	-148504	-248	P	1.0531
-10007	11	15	09	12	49	-148498	-243	A	-0.2462
-10006	5	11	01	14	59	-148492	-238	T	0.3259
-10006	11	4	08	41	40	-148486	-233	A	0.4596
-10005	4	30	17	14	32	-148480	-228	T	-0.4100
-10005	10	24	12	08	26	-148474	-223	P	1.1352
-10004	3	20	15	59	22	-148469	-256	P	1.5375
-10004	4	19	04	18	33	-148468	-218	P	-1.2154
-10004	9	13	11	29	36	-148463	-251	T	-0.9689
-10003	3	9	17	35	22	-148457	-246	A	0.8037
-10003	9	3	03	03	41	-148451	-241	T	-0.3117
-10002	2	26	19	20	14	-148445	-236	A	0.0197
-10002	8	23	16	13	42	-148439	-231	A	0.3743
-10001	2	16	03	25	53	-148433	-226	T	-0.7531
-10001	8	12	22	55	07	-148427	-221	P	1.1090
-10000	1	7	11	13	32	-148422	-254	P	1.0491
-10000	2	5	18	04	07	-148421	-216	P	-1.4565
-10000	7	2	04	08	22	-148416	-249	P	-1.2364
-10000	12	27	03	50	11	-148410	-244	T	0.3352
-9999	6	21	07	06	38	-148404	-239	A	-0.4919
-9999	12	16	16	07	58	-148398	-234	A	-0.4268
-9998	6	10	17	33	11	-148392	-229	T	0.2490
-9998	12	5	21	03	34	-148386	-224	P	-1.2098
-9997	5	31	09	10	14	-148380	-219	T	0.9410
-9997	10	26	03	45	21	-148375	-252	P	1.0464
-9996	4	20	16	23	11	-148369	-247	T	-0.9335
-9996	10	14	09	08	21	-148363	-242	A	0.3019
-9995	4	10	01	34	10	-148357	-237	A	-0.1857
-9995	10	3	21	23	39	-148351	-232	T	-0.3971
-9994	3	30	03	58	35	-148345	-227	A	0.5932
-9994	9	23	12	58	08	-148339	-222	P	-1.0519
-9993	2	17	16	25	01	-148334	-255	P	-1.4162
-9993	3	19	04	58	38	-148333	-217	P	1.3389
-9993	8	14	13	24	03	-148328	-250	P	1.0560
-9992	2	7	02	33	11	-148322	-245	T	-0.5871
-9992	8	2	17	58	20	-148316	-240	A	0.3963
-9991	1	26	18	20	17	-148310	-235	T	0.1784
-9991	7	22	17	14	26	-148304	-230	A	-0.2847
-9990	1	16	11	28	13	-148298	-225	T	0.9203
-9990	7	11	18	33	01	-148292	-220	A	-0.9590
-9990	12	7	13	25	33	-148287	-253	A	-0.9967
-9989	6	1	16	38	15	-148281	-248	P	1.0893
-9989	11	26	16	17	32	-148275	-243	A	-0.2851
-9988	5	21	08	59	28	-148269	-238	T	0.3732
-9988	11	14	15	59	48	-148263	-233	A	0.4304
-9987	5	11	00	38	08	-148257	-228	T	-0.3558
-9987	11	3	20	00	48	-148251	-223	P	1.1161
-9986	4	30	11	06	49	-148245	-218	P	-1.1542
-9986	9	24	20	14	48	-148240	-251	T	-0.9633
-9985	3	20	23	34	59	-148234	-246	A	0.8935
-9985	9	14	11	50	36	-148228	-241	T	-0.3060
-9984	3	9	01	36	56	-148222	-236	A	0.1063
-9984	9	3	00	44	41	-148216	-231	A	0.3818
-9983	2	26	10	14	29	-148210	-226	T	-0.6719
-9983	8	23	07	00	08	-148204	-221	P	1.1148
-9982	1	17	18	39	21	-148199	-254	P	1.1119
-9982	2	16	01	14	37	-148198	-216	P	-1.3825
-9982	7	13	11	40	32	-148193	-249	P	-1.2519
-9981	1	7	11	14	31	-148187	-244	T	0.3961
-9981	7	2	14	54	11	-148181	-239	A	-0.5112
-9981	12	27	23	14	21	-148175	-234	A	-0.3704
-9980	6	21	01	35	38	-148169	-229	T	0.2219
-9980	12	16	03	52	31	-148163	-224	P	-1.1585
-9979	6	10	17	12	13	-148157	-219	T	0.9072
-9979	11	5	11	17	06	-148152	-252	P	1.0655
-9978	5	1	23	33	42	-148146	-247	?	-0.9980
-9978	10	25	17	15	38	-148140	-242	A	0.3110
-9977	4	21	08	06	56	-148134	-237	A	-0.2616
-9977	10	15	05	57	12	-148128	-232	T	-0.3928
-9976	4	9	10	06	11	-148122	-227	A	0.5089
-9976	10	3	21	40	22	-148116	-222	P	-1.0534
-9975	2	27	22	50	22	-148111	-255	P	-1.4926
-9975	3	29	11	13	31	-148110	-217	P	1.2527
-9975	8	24	21	48	16	-148105	-250	P	1.0528
-9974	2	17	09	30	25	-148099	-245	T	-0.6609
-9974	8	14	01	54	16	-148093	-240	A	0.3964
-9973	2	7	01	35	40	-148087	-235	T	0.1066
-9973	8	3	00	58	42	-148081	-230	A	-0.2795
-9972	1	27	18	43	34	-148075	-225	T	0.8548
-9972	7	22	02	29	51	-148069	-220	A	-0.9485
-9972	12	17	20	33	14	-148064	-253	P	-1.0497
-9971	6	12	00	36	26	-148058	-248	P	1.1180
-9971	12	6	23	11	51	-148052	-243	A	-0.3321
-9970	6	1	16	52	59	-148046	-238	T	0.4130
-9970	11	25	23	08	07	-148040	-233	A	0.3927
-9969	5	22	08	08	49	-148034	-228	T	-0.3086
-9969	11	15	03	44	16	-148028	-223	P	1.0886
-9968	5	10	18	01	54	-148022	-218	P	-1.0996
-9968	10	5	04	54	46	-148017	-251	T	-0.9623
-9967	3	31	05	39	00	-148011	-246	A	0.9791
-9967	9	24	20	34	58	-148005	-241	T	-0.3021
-9966	3	20	07	56	33	-147999	-236	A	0.1915
-9966	9	14	09	15	14	-147993	-231	A	0.3900
-9965	3	9	17	03	27	-147987	-226	T	-0.5897
-9965	9	3	15	06	24	-147981	-221	P	1.1225
-9964	1	29	01	58	04	-147976	-254	P	1.1804
-9964	2	27	08	22	31	-147975	-216	P	-1.3058
-9964	7	23	19	22	42	-147970	-249	P	-1.2597
-9963	1	17	18	31	09	-147964	-244	T	0.4626
-9963	7	12	22	51	22	-147958	-239	A	-0.5236
-9962	1	7	06	12	42	-147952	-234	A	-0.3085
-9962	7	2	09	47	19	-147946	-229	T	0.2020
-9962	12	27	10	31	34	-147940	-224	P	-1.0993
-9961	6	22	01	22	22	-147934	-219	T	0.8801
-9961	11	16	18	40	52	-147929	-252	P	1.0917
-9960	5	12	06	50	40	-147923	-247	P	-1.0565
-9960	11	5	01	14	51	-147917	-242	A	0.3280
-9959	5	1	14	46	49	-147911	-237	A	-0.3306
-9959	10	25	14	23	48	-147905	-232	T	-0.3822
-9958	4	20	16	19	56	-147899	-227	A	0.4294
-9958	10	15	06	16	41	-147893	-222	P	-1.0504
-9957	4	9	17	34	37	-147887	-217	P	1.1702
-9957	9	5	06	11	43	-147882	-250	P	1.0497
-9956	2	28	16	26	34	-147876	-245	T	-0.7366
-9956	8	24	09	52	49	-147870	-240	A	0.3938
-9955	2	17	08	48	05	-147864	-235	T	0.0317
-9955	8	13	08	48	52	-147858	-230	A	-0.2787
-9954	2	7	01	53	28	-147852	-225	T	0.7851
-9954	8	2	10	35	44	-147846	-220	A	-0.9441
-9954	12	29	03	28	34	-147841	-253	P	-1.1115
-9953	6	23	08	44	24	-147835	-248	P	1.1394
-9953	12	18	05	54	33	-147829	-243	A	-0.3883
-9952	6	12	00	54	55	-147823	-238	T	0.4452
-9952	12	6	06	07	29	-147817	-233	A	0.3470
-9951	6	1	15	47	06	-147811	-228	T	-0.2687
-9951	11	25	11	21	34	-147805	-223	P	1.0552
-9950	5	22	01	02	10	-147799	-218	P	-1.0500
-9950	10	16	13	30	50	-147794	-251	T	-0.9649
-9949	4	11	11	47	23	-147788	-246	P	1.0609
-9949	10	6	05	14	09	-147782	-241	T	-0.3021
-9948	3	30	14	21	46	-147776	-236	A	0.2730
-9948	9	24	17	41	10	-147770	-231	A	0.3951
-9947	3	19	23	57	26	-147764	-226	T	-0.5107
-9947	9	13	23	09	27	-147758	-221	P	1.1283
-9946	2	8	09	14	23	-147753	-254	P	1.2510
-9946	3	9	15	32	42	-147752	-216	P	-1.2305
-9946	8	4	03	12	13	-147747	-249	P	-1.2619
-9945	1	29	01	39	42	-147741	-244	T	0.5351
-9945	7	24	06	58	39	-147735	-239	A	-0.5285
-9944	1	18	12	59	49	-147729	-234	A	-0.2385
-9944	7	12	18	08	59	-147723	-229	T	0.1897
-9943	1	6	16	59	18	-147717	-224	P	-1.0313
-9943	7	2	09	42	32	-147711	-219	T	0.8616
-9943	11	27	01	56	09	-147706	-252	P	1.1257
-9942	5	23	14	13	25	-147700	-247	P	-1.1090
-9942	11	16	09	07	23	-147694	-242	H	0.3516
-9941	5	12	21	31	34	-147688	-237	A	-0.3944
-9941	11	5	22	42	55	-147682	-232	T	-0.3649
-9940	4	30	22	40	18	-147676	-227	A	0.3553
-9940	10	25	14	46	30	-147670	-222	P	-1.0428
-9939	4	20	00	03	16	-147664	-217	P	1.0923
-9939	9	15	14	33	07	-147659	-250	P	1.0474
-9938	3	10	23	25	30	-147653	-245	T	-0.8108
-9938	9	4	17	52	03	-147647	-240	A	0.3903
-9937	2	28	15	58	44	-147641	-235	T	-0.0449
-9937	8	24	16	42	56	-147635	-230	A	-0.2806
-9936	2	18	08	59	26	-147629	-225	T	0.7126
-9936	8	12	18	46	45	-147623	-220	A	-0.9431
-9935	1	8	10	14	23	-147618	-253	P	-1.1797
-9935	2	6	21	49	23	-147617	-215	P	1.5329
-9935	7	3	17	02	09	-147612	-248	P	1.1535
-9935	12	28	12	27	55	-147606	-243	A	-0.4517
-9934	6	23	09	05	06	-147600	-238	T	0.4704
-9934	12	17	12	58	01	-147594	-233	A	0.2931
-9933	6	12	23	33	46	-147588	-228	H	-0.2367
-9933	12	6	18	48	27	-147582	-223	P	1.0119
-9932	6	1	08	12	02	-147576	-218	?	-1.0090
-9932	10	26	21	59	06	-147571	-251	T	-0.9745
-9931	4	21	18	03	16	-147565	-246	P	1.1365
-9931	10	16	13	47	17	-147559	-241	T	-0.3068
-9930	4	10	20	53	50	-147553	-236	A	0.3500
-9930	10	6	02	02	48	-147547	-231	A	0.3978
-9929	3	31	06	54	03	-147541	-226	T	-0.4328
-9929	9	25	07	10	14	-147535	-221	P	1.1330
-9928	2	19	16	26	25	-147530	-254	P	1.3247
-9928	3	19	22	43	28	-147529	-216	P	-1.1555
-9928	8	14	11	07	54	-147524	-249	P	-1.2594
-9927	2	8	08	43	04	-147518	-244	T	0.6108
-9927	8	3	15	13	45	-147512	-239	A	-0.5278
-9926	1	28	19	39	45	-147506	-234	A	-0.1635
-9926	7	24	02	37	39	-147500	-229	T	0.1827
-9925	1	17	23	19	19	-147494	-224	A	-0.9571
-9925	7	13	18	09	44	-147488	-219	T	0.8492
-9925	12	8	09	02	02	-147483	-252	P	1.1678
-9924	6	2	21	44	29	-147477	-247	P	-1.1536
-9924	11	26	16	51	32	-147471	-242	H	0.3829
-9923	5	23	04	24	34	-147465	-237	A	-0.4504
-9923	11	16	06	53	55	-147459	-232	T	-0.3405
-9922	5	12	05	10	18	-147453	-227	A	0.2891
-9922	11	5	23	07	13	-147447	-222	P	-1.0279
-9921	5	1	06	41	02	-147441	-217	P	1.0203
-9921	9	26	22	50	22	-147436	-250	P	1.0478
-9920	3	21	06	26	59	-147430	-245	T	-0.8841
-9920	9	15	01	48	49	-147424	-240	A	0.3884
-9919	3	10	23	09	47	-147418	-235	T	-0.1214
-9919	9	4	00	39	51	-147412	-230	A	-0.2843
-9918	2	28	16	01	22	-147406	-225	T	0.6373
-9918	8	24	03	03	39	-147400	-220	A	-0.9458
-9917	1	19	16	50	01	-147395	-253	P	-1.2549
-9917	2	18	04	26	48	-147394	-215	P	1.4608
-9917	7	15	01	28	37	-147389	-248	P	1.1612
-9916	1	8	18	50	46	-147383	-243	A	-0.5234
-9916	7	3	17	24	04	-147377	-238	T	0.4880
-9916	12	27	19	41	42	-147371	-233	A	0.2324
-9915	6	23	07	27	33	-147365	-228	H	-0.2115
-9915	12	17	02	10	13	-147359	-223	A	0.9632
-9914	6	12	15	29	09	-147353	-218	A	-0.9745
-9914	11	7	06	20	35	-147348	-251	T	-0.9899
-9913	5	3	00	26	47	-147342	-246	P	1.2056
-9913	10	27	22	12	51	-147336	-241	T	-0.3174
-9912	4	21	03	34	55	-147330	-236	A	0.4202
-9912	10	16	10	15	27	-147324	-231	A	0.3941
-9911	4	10	13	58	50	-147318	-226	T	-0.3608
-9911	10	5	15	04	45	-147312	-221	P	1.1334
-9910	3	1	23	37	20	-147307	-254	P	1.3991
-9910	3	31	05	57	37	-147306	-216	P	-1.0831
-9910	8	25	19	07	31	-147301	-249	P	-1.2543
-9909	2	19	15	41	03	-147295	-244	T	0.6901
-9909	8	14	23	34	54	-147289	-239	A	-0.5231
-9908	2	9	02	11	08	-147283	-234	A	-0.0825
-9908	8	3	11	14	09	-147277	-229	T	0.1817
-9907	1	28	05	31	28	-147271	-224	A	-0.8766
-9907	7	24	02	44	18	-147265	-219	T	0.8431
-9907	12	18	16	00	29	-147260	-252	P	1.2166
-9906	6	14	05	23	25	-147254	-247	P	-1.1905
-9906	12	8	00	27	29	-147248	-242	T	0.4223
-9905	6	3	11	25	16	-147242	-237	A	-0.4993
-9905	11	27	14	56	37	-147236	-232	T	-0.3088
-9904	5	22	11	49	37	-147230	-227	A	0.2298
-9904	11	16	07	19	25	-147224	-222	P	-1.0064
-9903	5	11	13	29	21	-147218	-217	A	0.9554
-9903	10	7	07	02	43	-147213	-250	P	1.0516
-9902	4	1	13	32	25	-147207	-245	T	-0.9548
-9902	9	26	09	42	45	-147201	-240	A	0.3885
-9901	3	22	06	22	06	-147195	-235	T	-0.1969
-9901	9	15	08	35	27	-147189	-230	A	-0.2863
-9900	3	10	23	02	36	-147183	-225	T	0.5620
-9900	9	3	11	22	06	-147177	-220	A	-0.9488
-9899	1	29	23	19	01	-147172	-253	P	-1.3342
-9899	2	28	11	02	03	-147171	-215	P	1.3874
-9899	7	25	10	01	49	-147166	-248	P	1.1642
-9898	1	19	01	07	07	-147160	-243	A	-0.6003
-9898	7	15	01	51	03	-147154	-238	T	0.4991
-9897	1	8	02	16	41	-147148	-233	A	0.1635
-9897	7	4	15	30	24	-147142	-228	H	-0.1947
-9897	12	28	09	22	45	-147136	-223	H	0.9054
-9896	6	22	22	56	11	-147130	-218	A	-0.9488
-9896	11	17	14	32	24	-147125	-251	P	-1.0135
-9895	5	13	07	00	57	-147119	-246	P	1.2662
-9895	11	7	06	30	13	-147113	-241	T	-0.3342
-9894	5	2	10	23	38	-147107	-236	A	0.4851
-9894	10	27	18	21	02	-147101	-231	A	0.3856
-9893	4	21	21	09	00	-147095	-226	T	-0.2923
-9893	10	16	22	52	01	-147089	-221	P	1.1286
-9892	3	12	06	46	58	-147084	-254	P	1.4744
-9892	4	10	13	15	30	-147083	-216	P	-1.0135
-9892	9	5	03	09	45	-147078	-249	P	-1.2477
-9891	3	1	22	36	39	-147072	-244	T	0.7704
-9891	8	25	07	59	52	-147066	-239	A	-0.5162
-9890	2	19	08	38	43	-147060	-234	A	0.0005
-9890	8	14	19	55	25	-147054	-229	T	0.1844
-9889	2	8	11	37	29	-147048	-224	A	-0.7913
-9889	8	4	11	24	34	-147042	-219	T	0.8421
-9889	12	29	22	51	32	-147037	-252	P	1.2719
-9888	1	28	12	25	41	-147036	-214	P	-1.5316
-9888	6	24	13	10	34	-147031	-247	P	-1.2200
-9888	12	18	07	56	01	-147025	-242	T	0.4688
-9887	6	13	18	35	51	-147019	-237	A	-0.5391
-9887	12	7	22	51	03	-147013	-232	T	-0.2696
-9886	6	2	18	39	15	-147007	-227	A	0.1788
-9886	11	27	15	21	50	-147001	-222	T	-0.9774
-9885	5	22	20	29	12	-146995	-217	A	0.8988
-9885	10	18	15	05	48	-146990	-250	P	1.0620
-9884	4	11	20	43	57	-146984	-245	P	-1.0213
-9884	10	6	17	30	49	-146978	-240	A	0.3928
-9883	4	1	13	37	24	-146972	-235	T	-0.2699
-9883	9	25	16	29	53	-146966	-230	A	-0.2868
-9882	3	22	06	03	21	-146960	-225	T	0.4871
-9882	9	14	19	42	34	-146954	-220	A	-0.9523
-9881	2	10	05	39	14	-146949	-253	P	-1.4192
-9881	3	11	17	32	34	-146948	-215	P	1.3107
-9881	8	5	18	42	33	-146943	-248	P	1.1618
-9880	1	30	07	16	14	-146937	-243	A	-0.6830
-9880	7	25	10	24	35	-146931	-238	T	0.5044
-9879	1	18	08	47	25	-146925	-233	A	0.0901
-9879	7	14	23	40	05	-146919	-228	A	-0.1844
-9878	1	7	16	30	55	-146913	-223	T	0.8430
-9878	7	4	06	29	57	-146907	-218	A	-0.9294
-9878	11	28	22	36	49	-146902	-251	P	-1.0435
-9878	12	28	06	43	12	-146901	-213	P	1.5221
-9877	5	24	13	45	01	-146896	-246	P	1.3189
-9877	11	18	14	37	05	-146890	-241	T	-0.3592
-9876	5	12	17	24	12	-146884	-236	A	0.5413
-9876	11	7	02	15	52	-146878	-231	A	0.3690
-9875	5	2	04	28	37	-146872	-226	T	-0.2308
-9875	10	27	06	30	00	-146866	-221	P	1.1167
-9874	4	21	20	39	52	-146860	-216	T	-0.9490
-9874	9	16	11	11	46	-146855	-249	P	-1.2416
-9873	3	13	05	29	10	-146849	-244	T	0.8519
-9873	9	5	16	27	38	-146843	-239	A	-0.5077
-9872	3	1	15	01	27	-146837	-234	A	0.0862
-9872	8	25	04	40	09	-146831	-229	T	0.1895
-9871	2	18	17	39	35	-146825	-224	A	-0.7028
-9871	8	14	20	10	16	-146819	-219	T	0.8460
-9870	1	9	05	35	57	-146814	-252	P	1.3334
-9870	2	7	18	39	05	-146813	-214	P	-1.4464
-9870	7	5	21	05	15	-146808	-247	P	-1.2423
-9870	12	29	15	17	26	-146802	-242	T	0.5223
-9869	6	25	01	55	03	-146796	-237	A	-0.5711
-9869	12	19	06	36	38	-146790	-232	T	-0.2225
-9868	6	13	01	40	12	-146784	-227	A	0.1368
-9868	12	7	23	15	44	-146778	-222	T	-0.9419
-9867	6	2	03	39	36	-146772	-217	A	0.8495
-9867	10	28	23	01	13	-146767	-250	P	1.0779
-9866	4	23	04	02	21	-146761	-245	P	-1.0826
-9866	5	22	12	55	13	-146760	-207	P	1.5206
-9866	10	18	01	11	56	-146755	-240	A	0.4028
-9865	4	12	20	56	21	-146749	-235	T	-0.3400
-9865	10	7	00	19	34	-146743	-230	A	-0.2825
-9864	4	1	13	06	21	-146737	-225	T	0.4145
-9864	9	25	03	59	54	-146731	-220	A	-0.9520
-9863	2	20	11	56	09	-146726	-253	P	-1.5055
-9863	3	22	00	04	19	-146725	-215	P	1.2355
-9863	8	16	03	27	41	-146720	-248	P	1.1567
-9862	2	9	13	20	10	-146714	-243	A	-0.7696
-9862	8	5	19	03	44	-146708	-238	T	0.5050
-9861	1	29	15	12	30	-146702	-233	A	0.0108
-9861	7	26	07	56	45	-146696	-228	A	-0.1807
-9860	1	18	23	31	56	-146690	-223	T	0.7732
-9860	7	14	14	13	04	-146684	-218	A	-0.9181
-9860	12	9	06	31	55	-146679	-251	P	-1.0817
-9859	1	7	14	12	14	-146678	-213	P	1.4642
-9859	6	3	20	40	00	-146673	-246	P	1.3632
-9859	11	28	22	35	04	-146667	-241	T	-0.3913
-9858	5	24	00	34	59	-146661	-236	A	0.5903
-9858	11	18	10	00	18	-146655	-231	A	0.3449
-9857	5	13	11	56	09	-146649	-226	T	-0.1752
-9857	11	7	13	58	42	-146643	-221	P	1.0977
-9856	5	2	04	10	24	-146637	-216	T	-0.8897
-9856	9	26	19	11	53	-146632	-249	P	-1.2375
-9855	3	23	12	22	39	-146626	-244	T	0.9313
-9855	9	16	00	56	13	-146620	-239	A	-0.4995
-9854	3	12	21	22	00	-146614	-234	A	0.1726
-9854	9	5	13	26	38	-146608	-229	T	0.1957
-9853	3	1	23	39	40	-146602	-224	A	-0.6125
-9853	8	26	04	57	41	-146596	-219	T	0.8515
-9852	1	20	12	15	30	-146591	-252	P	1.3995
-9852	2	19	00	51	49	-146590	-214	P	-1.3592
-9852	7	16	05	07	31	-146585	-247	P	-1.2576
-9851	1	8	22	33	50	-146579	-242	T	0.5809
-9851	7	5	09	22	43	-146573	-237	A	-0.5955
-9851	12	29	14	15	19	-146567	-232	T	-0.1693
-9850	6	24	08	52	40	-146561	-227	A	0.1040
-9850	12	19	06	58	18	-146555	-222	T	-0.8976
-9849	6	13	11	03	19	-146549	-217	A	0.8099
-9849	11	9	06	45	06	-146544	-250	P	1.1022
-9848	5	3	11	29	12	-146538	-245	P	-1.1381
-9848	6	1	20	36	18	-146537	-207	P	1.4756
-9848	10	28	08	43	35	-146532	-240	A	0.4204
-9847	4	23	04	20	59	-146526	-235	T	-0.4052
-9847	10	17	08	05	07	-146520	-230	A	-0.2740
-9846	4	12	20	10	06	-146514	-225	T	0.3433
-9846	10	6	12	16	02	-146508	-220	A	-0.9497
-9845	4	2	06	34	50	-146502	-215	P	1.1599
-9845	8	27	12	15	59	-146497	-248	P	1.1496
-9844	2	20	19	20	55	-146491	-243	A	-0.8587
-9844	8	16	03	47	07	-146485	-238	T	0.5018
-9843	2	8	21	36	42	-146479	-233	A	-0.0703
-9843	8	5	16	17	16	-146473	-228	A	-0.1809
-9842	1	29	06	31	21	-146467	-223	T	0.7006
-9842	7	25	22	01	59	-146461	-218	A	-0.9121
-9842	12	20	14	18	23	-146456	-251	P	-1.1272
-9841	1	18	21	35	15	-146455	-213	P	1.4007
-9841	6	15	03	46	45	-146450	-246	P	1.3983
-9841	12	10	06	22	16	-146444	-241	T	-0.4320
-9840	6	3	07	58	10	-146438	-236	A	0.6299
-9840	11	28	17	32	41	-146432	-231	A	0.3117
-9839	5	23	19	34	53	-146426	-226	T	-0.1281
-9839	11	17	21	16	14	-146420	-221	P	1.0702
-9838	5	13	11	48	13	-146414	-216	T	-0.8367
-9838	10	8	03	08	16	-146409	-249	P	-1.2371
-9837	4	3	19	16	25	-146403	-244	P	1.0092
-9837	9	27	09	22	13	-146397	-239	A	-0.4942
-9836	3	23	03	41	55	-146391	-234	A	0.2584
-9836	9	15	22	13	14	-146385	-229	T	0.2015
-9835	3	12	05	39	09	-146379	-224	A	-0.5215
-9835	9	5	13	46	39	-146373	-219	T	0.8588
-9834	1	30	18	51	29	-146368	-252	P	1.4691
-9834	3	1	07	04	09	-146367	-214	P	-1.2701
-9834	7	27	13	16	29	-146362	-247	P	-1.2665
-9833	1	20	05	43	33	-146356	-242	T	0.6460
-9833	7	16	16	59	10	-146350	-237	A	-0.6119
-9832	1	9	21	46	31	-146344	-232	T	-0.1097
-9832	7	4	16	15	09	-146338	-227	A	0.0790
-9832	12	29	14	33	10	-146332	-222	T	-0.8474
-9831	6	23	18	37	56	-146326	-217	A	0.7784
-9831	11	19	14	19	22	-146321	-250	P	1.1336
-9830	5	14	19	03	12	-146315	-245	P	-1.1883
-9830	6	13	04	26	33	-146314	-207	P	1.4373
-9830	11	8	16	06	23	-146309	-240	A	0.4450
-9829	5	4	11	51	35	-146303	-235	T	-0.4652
-9829	10	28	15	41	58	-146297	-230	A	-0.2575
-9828	4	23	03	19	22	-146291	-225	T	0.2776
-9828	10	16	20	26	10	-146285	-220	A	-0.9416
-9827	4	12	13	08	58	-146279	-215	P	1.0879
-9827	9	6	21	04	41	-146274	-248	P	1.1426
-9826	3	3	01	20	57	-146268	-243	A	-0.9481
-9826	8	27	12	32	50	-146262	-238	T	0.4966
-9825	2	20	03	57	50	-146256	-233	A	-0.1553
-9825	8	17	00	42	30	-146250	-228	A	-0.1858
-9824	2	9	13	27	02	-146244	-223	T	0.6234
-9824	8	5	05	57	01	-146238	-218	A	-0.9115
-9824	12	30	21	56	40	-146233	-251	P	-1.1797
-9823	1	29	04	53	36	-146232	-213	P	1.3328
-9823	6	25	11	05	28	-146227	-246	P	1.4245
-9823	12	20	13	59	48	-146221	-241	T	-0.4800
-9822	6	14	15	31	56	-146215	-236	A	0.6619
-9822	12	10	00	54	19	-146209	-231	A	0.2706
-9821	6	4	03	22	55	-146203	-226	T	-0.0883
-9821	11	29	04	22	28	-146197	-221	P	1.0340
-9820	5	23	19	34	25	-146191	-216	T	-0.7907
-9820	10	18	11	00	10	-146186	-249	P	-1.2409
-9819	4	14	02	13	11	-146180	-244	P	1.0833
-9819	5	13	11	28	41	-146179	-206	P	-1.5289
-9819	10	7	17	45	45	-146174	-239	A	-0.4919
-9818	4	3	10	03	40	-146168	-234	A	0.3416
-9818	9	27	06	57	11	-146162	-229	T	0.2050
-9817	3	23	11	40	10	-146156	-224	A	-0.4318
-9817	9	16	22	34	04	-146150	-219	T	0.8653
-9816	2	11	01	25	58	-146145	-252	P	1.5404
-9816	3	11	13	19	45	-146144	-214	P	-1.1824
-9816	8	6	21	29	27	-146139	-247	P	-1.2710
-9815	1	30	12	50	42	-146133	-242	T	0.7141
-9815	7	27	00	42	47	-146127	-237	A	-0.6215
-9814	1	20	05	11	07	-146121	-232	T	-0.0442
-9814	7	15	23	48	03	-146115	-227	A	0.0622
-9813	1	9	21	57	52	-146109	-222	T	-0.7895
-9813	7	5	02	24	45	-146103	-217	A	0.7557
-9813	11	30	21	39	50	-146098	-250	P	1.1753
-9812	5	25	02	47	44	-146092	-245	P	-1.2307
-9812	6	23	12	28	51	-146091	-207	P	1.4079
-9812	11	18	23	18	40	-146086	-240	A	0.4779
-9811	5	14	19	28	44	-146080	-235	T	-0.5195
-9811	11	7	23	12	34	-146074	-230	A	-0.2351
-9810	5	4	10	32	35	-146068	-225	T	0.2163
-9810	10	28	04	30	57	-146062	-220	A	-0.9278
-9809	4	23	19	45	31	-146056	-215	P	1.0183
-9809	9	18	05	53	25	-146051	-248	P	1.1364
-9808	3	13	07	21	53	-146045	-243	P	-1.0370
-9808	9	6	21	18	25	-146039	-238	T	0.4914
-9807	3	2	10	21	43	-146033	-233	A	-0.2393
-9807	8	27	09	09	09	-146027	-228	A	-0.1924
-9806	2	19	20	22	05	-146021	-223	T	0.5444
-9806	8	16	13	55	28	-146015	-218	A	-0.9141
-9805	1	11	05	27	42	-146010	-251	P	-1.2382
-9805	2	9	12	08	26	-146009	-213	P	1.2615
-9805	7	6	18	34	56	-146004	-246	P	1.4425
-9805	12	31	21	27	00	-145998	-241	T	-0.5359
-9804	6	24	23	18	20	-145992	-236	A	0.6845
-9804	12	20	08	04	33	-145986	-231	A	0.2210
-9803	6	14	11	21	12	-145980	-226	T	-0.0563
-9803	12	9	11	17	28	-145974	-221	A	0.9889
-9802	6	4	03	29	42	-145968	-216	T	-0.7523
-9802	10	29	18	44	09	-145963	-249	P	-1.2517
-9801	4	25	09	13	27	-145957	-244	P	1.1531
-9801	5	24	19	02	56	-145956	-206	P	-1.4882
-9801	10	19	02	03	29	-145951	-239	A	-0.4954
-9800	4	13	16	28	05	-145945	-234	A	0.4213
-9800	10	7	15	37	10	-145939	-229	T	0.2048
-9799	4	2	17	44	38	-145933	-224	A	-0.3445
-9799	9	27	07	19	55	-145927	-219	T	0.8711
-9798	3	22	19	36	36	-145921	-214	P	-1.0941
-9798	8	18	05	46	39	-145916	-247	P	-1.2712
-9797	2	10	19	54	03	-145910	-242	T	0.7861
-9797	8	7	08	32	09	-145904	-237	A	-0.6261
-9796	1	31	12	30	46	-145898	-232	T	0.0257
-9796	7	26	07	29	40	-145892	-227	A	0.0521
-9795	1	20	05	16	41	-145886	-222	T	-0.7272
-9795	7	15	10	20	15	-145880	-217	A	0.7391
