Year	Month	Day	Hour	Minute	Second	Catalog	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
-4253	8	15	11	55	49	0	P	—	—	23S	110E
-4252	1	11	06	23	28	0	Pen	—	—	22N	166E
-4252	2	09	18	00	43	0	Pen	—	—	24N	15E
-4252	7	05	08	26	09	0	Pen	—	—	21S	10E
-4252	8	03	18	52	33	0	Pen	—	—	25S	156W
-4252	12	30	10	43	32	0	P	—	—	21N	130W
-4251	6	25	00	29	57	0	P	—	—	19S	121W
-4251	12	19	10	12	34	0	T	—	—	20N	156W
-4250	6	14	17	03	07	0	T	—	—	17S	124E
-4250	12	08	12	20	35	0	P	—	—	17N	137W
-4249	6	04	05	30	11	0	P	—	—	15S	52W
-4249	10	29	09	51	15	0	Pen	—	—	0N	153E
-4249	11	27	21	35	08	0	Pen	—	—	14N	2E
-4248	4	23	20	31	20	0	Pen	—	—	2N	133E
-4248	10	18	01	21	47	0	P	—	—	4S	8E
-4247	4	12	21	36	25	0	T	—	—	5N	137E
-4247	10	07	15	23	11	0	T	—	—	8S	153W
-4246	4	02	04	10	07	0	T	—	—	9N	144W
-4246	9	26	23	35	22	0	P	—	—	11S	28W
-4245	2	21	10	19	37	0	Pen	—	—	22N	93W
-4245	3	22	17	38	32	0	Pen	—	—	12N	56E
-4245	9	16	00	47	57	0	Pen	—	—	14S	24W
-4244	2	11	03	05	02	0	P	—	—	24N	152E
-4244	8	05	08	03	24	0	P	—	—	25S	40E
-4243	1	30	16	24	40	0	T	—	—	24N	24W
-4243	7	25	17	14	47	0	T	—	—	24S	165E
-4242	1	19	22	39	47	0	P	—	—	23N	70E
-4242	7	15	08	19	23	0	P	—	—	23S	19E
-4242	12	10	04	59	22	0	Pen	—	—	19N	120E
-4241	1	08	22	55	11	0	Pen	—	—	22N	59E
-4241	6	05	16	36	28	0	Pen	—	—	16S	115E
-4241	7	05	00	55	52	0	Pen	—	—	21S	96W
-4241	11	29	08	54	57	0	P	—	—	14N	169E
-4240	5	25	03	19	00	0	P	—	—	11S	106W
-4240	11	17	19	59	22	0	T	—	—	10N	37W
-4239	5	14	06	55	17	0	T	—	—	7S	57W
-4239	11	07	11	13	55	0	P	—	—	5N	178E
-4238	5	03	07	36	20	0	P	—	—	2S	53W
-4238	9	28	13	02	29	0	Pen	—	—	10S	168E
-4238	10	28	02	00	40	0	Pen	—	—	0S	32E
-4237	3	24	02	52	56	0	P	—	—	12N	168W
-4237	9	17	19	10	59	0	P	—	—	14S	113W
-4236	3	12	17	43	26	0	T	—	—	16N	47E
-4236	9	05	19	09	15	0	T	—	—	18S	124W
-4235	3	02	10	49	52	0	P	—	—	19N	69W
-4235	8	25	19	38	21	0	P	—	—	22S	120W
-4234	1	21	14	03	59	0	Pen	—	—	23N	63W
-4234	2	20	01	29	34	0	Pen	—	—	23N	131E
-4234	7	16	16	11	16	0	Pen	—	—	22S	140E
-4234	8	15	02	52	04	0	Pen	—	—	24S	25W
-4233	1	10	18	08	38	0	P	—	—	23N	14W
-4233	7	06	08	15	21	0	P	—	—	21S	10E
-4233	12	30	17	43	35	0	T	—	—	22N	25W
-4232	6	25	00	33	33	0	T	—	—	20S	105W
-4232	12	18	20	20	41	0	P	—	—	20N	6W
-4231	6	14	12	29	39	0	P	—	—	18S	49E
-4231	11	08	18	41	28	0	Pen	—	—	5N	61W
-4231	12	08	06	06	28	0	Pen	—	—	18N	133E
-4230	5	05	02	41	59	0	Pen	—	—	2S	126W
-4230	6	03	17	20	49	0	Pen	—	—	15S	113E
-4230	10	29	10	14	52	0	P	—	—	1N	154E
-4229	4	24	03	58	10	0	P	—	—	1N	122W
-4229	10	19	00	03	01	0	T	—	—	3S	7W
-4228	4	12	11	02	41	0	T	—	—	5N	28W
-4228	10	07	07	48	51	0	P	—	—	7S	103E
-4227	3	03	17	57	07	0	Pen	—	—	20N	38E
-4227	4	02	00	57	10	0	P	—	—	8N	172E
-4227	9	26	08	38	49	0	Pen	—	—	11S	106E
-4226	2	21	10	45	59	0	P	—	—	22N	78W
-4226	8	16	15	45	47	0	P	—	—	24S	171E
-4225	2	10	23	52	13	0	T	—	—	23N	107E
-4225	8	06	01	13	09	0	T	—	—	24S	65W
-4224	1	31	05	49	20	0	P	—	—	23N	174W
-4224	7	25	16	21	12	0	P	—	—	24S	150E
-4224	12	20	12	41	45	0	Pen	—	—	22N	109W
-4223	1	19	06	05	11	0	Pen	—	—	23N	175E
-4223	6	15	23	55	23	0	Pen	—	—	19S	129W
-4223	7	15	08	44	00	0	Pen	—	—	22S	35E
-4223	12	09	17	10	10	0	P	—	—	18N	60W
-4222	6	05	10	03	12	0	P	—	—	15S	10E
-4222	11	29	04	40	39	0	T	—	—	14N	109E
-4221	5	25	13	11	42	0	T	—	—	11S	44E
-4221	11	18	20	05	16	0	P	—	—	9N	36W
-4220	5	13	13	54	37	0	P	—	—	6S	48E
-4220	10	08	21	34	07	0	Pen	—	—	5S	46W
-4220	11	07	10	45	24	0	Pen	—	—	4N	178E
-4219	4	03	09	57	10	0	Pen	—	—	8N	52W
-4219	5	02	19	26	58	0	Pen	—	—	1S	112E
-4219	9	28	03	12	48	0	P	—	—	10S	18E
-4218	3	24	01	09	50	0	T	—	—	12N	163E
-4218	9	17	02	54	14	0	T	—	—	15S	7E
-4217	3	13	18	20	09	0	T	—	—	16N	47E
-4217	9	06	03	31	06	0	P	—	—	19S	11E
-4216	2	01	21	32	06	0	Pen	—	—	22N	68E
-4216	3	02	08	48	28	0	Pen	—	—	20N	98W
-4216	7	27	00	07	29	0	Pen	—	—	23S	89W
-4216	8	25	11	02	23	0	Pen	—	—	22S	105E
-4215	1	21	01	21	12	0	P	—	—	23N	102E
-4215	7	16	16	10	42	0	P	—	—	23S	141E
-4214	1	10	01	05	05	0	T	—	—	23N	91E
-4214	7	06	08	09	53	0	T	—	—	22S	10E
-4214	12	30	04	13	52	0	P	—	—	23N	125E
-4213	6	25	19	33	18	0	P	—	—	21S	180E
-4213	11	20	03	29	05	0	Pen	—	—	9N	70E
-4213	12	19	14	30	46	0	Pen	—	—	21N	81W
-4212	5	15	08	53	22	0	Pen	—	—	6S	25W
-4212	6	13	23	50	47	0	Pen	—	—	19S	131W
-4212	11	08	19	07	40	0	P	—	—	5N	60W
-4211	5	04	10	21	38	0	P	—	—	3S	21W
-4211	10	29	08	43	09	0	T	—	—	2N	139E
-4210	4	23	17	55	58	0	T	—	—	1N	88E
-4210	10	18	16	04	39	0	P	—	—	2S	127W
-4209	3	15	01	28	07	0	Pen	—	—	17N	154E
-4209	4	13	08	12	54	0	P	—	—	4N	73W
-4209	10	07	16	35	19	0	Pen	—	—	6S	123W
-4208	3	03	18	19	00	0	P	—	—	19N	38E
-4208	8	26	23	38	15	0	P	—	—	22S	58W
-4207	2	21	07	11	08	0	T	—	—	21N	137W
-4207	8	16	09	21	18	0	T	—	—	23S	66E
-4206	2	10	12	49	40	0	P	—	—	22N	58W
-4206	8	06	00	31	06	0	T	—	—	23S	64W
-4206	12	31	20	16	48	0	Pen	—	—	24N	6E
-4205	1	30	13	05	57	0	Pen	—	—	23N	69W
-4205	6	27	07	19	37	0	Pen	—	—	22S	14W
-4205	7	26	16	40	04	0	Pen	—	—	23S	165E
-4205	12	21	01	17	19	0	P	—	—	21N	71E
-4204	6	15	16	53	02	0	P	—	—	19S	126E
-4204	12	09	13	15	44	0	T	—	—	17N	120W
-4203	6	04	19	33	18	0	T	—	—	15S	160E
-4203	11	29	04	51	44	0	P	—	—	13N	110E
-4202	5	24	20	17	48	0	P	—	—	10S	149E
-4202	10	20	06	07	37	0	Pen	—	—	1S	85E
-4202	11	18	19	26	58	0	Pen	—	—	9N	51W
-4201	4	14	16	58	13	0	Pen	—	—	3N	64E
-4201	5	14	02	14	47	0	Pen	—	—	5S	132W
-4201	10	09	11	19	58	0	P	—	—	6S	149E
-4200	4	03	08	31	20	0	T	—	—	8N	67W
-4200	9	27	10	46	24	0	T	—	—	11S	138E
-4199	3	24	01	44	58	0	T	—	—	13N	178E
-4199	9	16	11	33	30	0	P	—	—	15S	142E
-4198	2	12	04	50	52	0	Pen	—	—	21N	176W
-4198	3	13	15	59	36	0	Pen	—	—	17N	18E
-4198	8	07	08	12	11	0	Pen	—	—	22S	42E
-4198	9	05	19	21	38	0	Pen	—	—	20S	124W
-4197	2	01	08	24	43	0	P	—	—	23N	142W
-4197	7	28	00	13	23	0	P	—	—	23S	88W
-4196	1	21	08	17	48	0	T	—	—	24N	154W
-4196	7	16	15	53	25	0	T	—	—	23S	141E
-4195	1	09	12	00	25	0	P	—	—	24N	104W
-4195	7	06	02	42	51	0	P	—	—	23S	64W
-4195	11	30	12	12	40	0	Pen	—	—	13N	144W
-4195	12	29	22	49	00	0	Pen	—	—	23N	50E
-4194	5	26	15	09	04	0	Pen	—	—	10S	75E
-4194	6	25	06	27	21	0	Pen	—	—	21S	30W
-4194	11	20	03	56	44	0	P	—	—	10N	85E
-4193	5	15	16	48	34	0	P	—	—	7S	94E
-4193	11	09	17	20	49	0	T	—	—	6N	90W
-4192	5	04	00	52	16	0	T	—	—	3S	156W
-4192	10	29	00	19	00	0	P	—	—	2N	4E
-4191	4	23	15	29	31	0	P	—	—	0N	43E
-4191	10	18	00	34	42	0	Pen	—	—	2S	8E
-4190	3	15	01	44	15	0	P	—	—	16N	169E
-4190	9	07	07	41	05	0	P	—	—	19S	73E
-4189	3	04	14	19	06	0	T	—	—	19N	22W
-4189	8	27	17	39	59	0	T	—	—	21S	148W
-4188	2	21	19	37	46	0	P	—	—	20N	58E
-4188	8	16	08	50	47	0	T	—	—	22S	67E
-4187	1	11	03	43	46	0	Pen	—	—	25N	137E
-4187	2	09	19	57	56	0	Pen	—	—	22N	47E
-4187	7	07	14	49	29	0	Pen	—	—	24S	117E
-4187	8	06	00	43	20	0	Pen	—	—	23S	64W
-4187	12	31	09	19	35	0	P	—	—	23N	159W
-4186	6	26	23	47	02	0	P	—	—	21S	119W
-4186	12	20	21	45	38	0	T	—	—	20N	26E
-4185	6	16	01	59	13	0	T	—	—	18S	100W
-4185	12	10	13	33	10	0	P	—	—	17N	105W
-4184	6	04	02	47	54	0	P	—	—	14S	96W
-4184	10	30	14	39	50	0	Pen	—	—	4N	129W
-4184	11	29	04	02	47	0	Pen	—	—	13N	95E
-4183	4	25	00	02	18	0	Pen	—	—	1S	180E
-4183	5	24	09	09	56	0	Pen	—	—	9S	16W
-4183	10	19	19	27	50	0	P	—	—	2S	80W
-4182	4	14	15	51	41	0	T	—	—	4N	49E
-4182	10	08	18	43	11	0	T	—	—	7S	91W
-4181	4	04	09	04	53	0	T	—	—	9N	66W
-4181	9	27	19	42	57	0	P	—	—	12S	87W
-4180	3	23	23	02	23	0	Pen	—	—	13N	133E
-4180	9	16	03	49	32	0	Pen	—	—	16S	22E
-4179	2	11	15	16	42	0	P	—	—	22N	27W
-4179	8	07	08	24	51	0	P	—	—	23S	43E
-4178	1	31	15	21	18	0	T	—	—	24N	38W
-4178	7	27	23	44	44	0	T	—	—	24S	88W
-4177	1	20	19	37	29	0	P	—	—	25N	26E
-4177	7	17	09	59	19	0	P	—	—	24S	51E
-4177	12	11	20	51	04	0	Pen	—	—	16N	2E
-4176	1	10	06	59	02	0	Pen	—	—	25N	179W
-4176	6	05	21	29	31	0	Pen	—	—	14S	176E
-4176	7	05	13	11	16	0	Pen	—	—	23S	85E
-4176	11	30	12	41	28	0	P	—	—	14N	129W
-4175	5	25	23	21	07	0	P	—	—	11S	165W
-4175	11	20	01	56	03	0	T	—	—	10N	56E
-4174	5	15	07	50	44	0	T	—	—	7S	40W
-4174	11	09	08	32	47	0	P	—	—	7N	150E
-4173	5	04	22	46	16	0	P	—	—	4S	174E
-4173	10	29	08	34	56	0	Pen	—	—	3N	139E
-4172	3	25	09	03	44	0	P	—	—	13N	75W
-4172	4	23	16	06	40	0	Pen	—	—	1S	59E
-4172	9	17	15	52	16	0	P	—	—	15S	156W
-4171	3	14	21	20	35	0	T	—	—	15N	94E
-4171	9	07	02	05	51	0	T	—	—	18S	17W
-4170	3	04	02	18	23	0	P	—	—	18N	158E
-4170	8	27	17	18	14	0	T	—	—	20S	163W
-4169	2	21	02	40	16	0	Pen	—	—	20N	162E
-4169	7	18	22	26	58	0	Pen	—	—	25S	127W
-4169	8	17	08	55	14	0	Pen	—	—	22S	67E
-4168	1	11	17	12	37	0	P	—	—	24N	28W
-4168	7	07	06	49	06	0	P	—	—	23S	3W
-4168	12	31	06	06	54	0	T	—	—	22N	157E
-4167	6	26	08	34	13	0	T	—	—	21S	16E
-4167	12	20	22	07	32	0	P	—	—	20N	26E
-4166	6	15	09	24	37	0	P	—	—	17S	5E
-4166	11	10	23	10	53	0	Pen	—	—	8N	2E
-4166	12	10	12	32	49	0	Pen	—	—	16N	119W
-4165	5	06	07	06	31	0	Pen	—	—	5S	65W
-4165	6	04	16	09	59	0	Pen	—	—	13S	99E
-4165	10	31	03	36	25	0	P	—	—	3N	66E
-4164	4	24	23	10	19	0	P	—	—	0S	165E
-4164	10	19	02	44	09	0	T	—	—	2S	40E
-4163	4	14	16	21	21	0	T	—	—	4N	50E
-4163	10	08	03	58	10	0	P	—	—	7S	44E
-4162	4	04	05	59	51	0	Pen	—	—	9N	111W
-4162	9	27	12	24	20	0	Pen	—	—	12S	153E
-4161	2	22	21	58	53	0	P	—	—	20N	89E
-4161	8	18	16	44	24	0	P	—	—	21S	172W
-4160	2	11	22	16	53	0	T	—	—	22N	78E
-4160	8	07	07	43	40	0	T	—	—	23S	43E
-4159	1	31	03	08	12	0	P	—	—	24N	142E
-4159	7	27	17	23	51	0	P	—	—	25S	167E
-4159	12	22	05	23	16	0	Pen	—	—	19N	133E
-4158	1	20	15	02	00	0	Pen	—	—	25N	48W
-4158	7	16	20	03	07	0	Pen	—	—	25S	159W
-4158	12	11	21	19	52	0	P	—	—	17N	2E
-4157	6	06	06	00	43	0	P	—	—	14S	49W
-4157	12	01	10	24	05	0	T	—	—	14N	173W
-4156	5	25	14	55	32	0	T	—	—	11S	75E
-4156	11	19	16	41	31	0	P	—	—	11N	79W
-4155	5	15	06	05	45	0	P	—	—	8S	70W
-4155	11	08	16	33	44	0	Pen	—	—	7N	90W
-4154	4	05	16	17	45	0	Pen	—	—	9N	41E
-4154	5	04	23	23	51	0	Pen	—	—	5S	174E
-4154	9	29	00	11	31	0	P	—	—	12S	26W
-4153	3	26	04	11	51	0	T	—	—	12N	150W
-4153	9	18	10	40	56	0	T	—	—	15S	129E
-4152	3	14	08	49	11	0	T	—	—	15N	86W
-4152	9	07	01	53	45	0	T	—	—	17S	17W
-4151	3	03	09	15	59	0	Pen	—	—	17N	97W
-4151	8	27	17	15	04	0	Pen	—	—	20S	162W
-4150	1	22	00	59	28	0	P	—	—	25N	103E
-4150	7	18	13	56	21	0	P	—	—	25S	113E
-4149	1	11	14	21	41	0	T	—	—	24N	73W
-4149	7	07	15	16	07	0	T	—	—	23S	117E
-4148	1	01	06	33	41	0	P	—	—	22N	172E
-4148	6	25	16	10	59	0	P	—	—	20S	121E
-4148	11	21	07	37	03	0	Pen	—	—	13N	147E
-4148	12	20	20	54	48	0	Pen	—	—	19N	12E
-4147	5	16	14	15	21	0	Pen	—	—	9S	51E
-4147	6	14	23	18	05	0	Pen	—	—	17S	145W
-4147	11	10	11	41	42	0	P	—	—	8N	163W
-4146	5	06	06	30	23	0	P	—	—	5S	64W
-4146	10	30	10	45	15	0	T	—	—	2N	170E
-4145	4	25	23	34	48	0	T	—	—	0N	180W
-4145	10	19	12	17	08	0	P	—	—	3S	174E
-4144	4	14	12	52	07	0	P	—	—	5N	5E
-4144	10	07	21	03	27	0	Pen	—	—	8S	61W
-4143	3	05	04	32	00	0	Pen	—	—	17N	155W
-4143	8	29	01	12	43	0	P	—	—	19S	41W
-4142	2	22	05	03	41	0	T	—	—	20N	166W
-4142	8	18	15	50	24	0	T	—	—	22S	174E
-4141	2	11	10	30	25	0	P	—	—	23N	87W
-4141	8	08	00	56	35	0	P	—	—	24S	62W
-4140	1	02	13	47	08	0	Pen	—	—	21N	82W
-4140	1	31	22	56	03	0	Pen	—	—	25N	82E
-4140	7	27	03	04	53	0	Pen	—	—	25S	43W
-4140	12	22	05	51	56	0	P	—	—	20N	148E
-4139	6	16	12	47	31	0	P	—	—	17S	67E
-4139	12	11	18	46	39	0	T	—	—	18N	28W
-4138	6	05	22	05	31	0	T	—	—	15S	169W
-4138	12	01	00	45	12	0	P	—	—	15N	52E
-4137	5	26	13	27	59	0	P	—	—	12S	46E
-4137	11	20	00	30	14	0	Pen	—	—	12N	41E
-4136	4	15	23	28	45	0	Pen	—	—	5N	156E
-4136	5	15	06	42	37	0	Pen	—	—	9S	55W
-4136	10	09	08	34	48	0	P	—	—	7S	120E
-4135	4	05	10	59	13	0	T	—	—	8N	34W
-4135	9	28	19	21	30	0	T	—	—	11S	100W
-4134	3	25	15	13	23	0	T	—	—	11N	15E
-4134	9	18	10	35	36	0	T	—	—	14S	129E
-4133	3	14	15	44	29	0	Pen	—	—	14N	19E
-4133	9	08	01	41	48	0	Pen	—	—	17S	16W
-4132	2	02	08	36	48	0	P	—	—	25N	126W
-4132	7	28	21	13	32	0	P	—	—	25S	131W
-4131	1	21	22	27	50	0	T	—	—	24N	58E
-4131	7	17	22	07	23	0	T	—	—	24S	127W
-4130	1	11	14	51	12	0	P	—	—	23N	57W
-4130	7	06	23	06	51	0	P	—	—	22S	123W
-4130	12	02	15	57	27	0	Pen	—	—	16N	82W
-4129	1	01	05	07	00	0	Pen	—	—	21N	142E
-4129	5	27	21	27	21	0	Pen	—	—	13S	167E
-4129	6	26	06	34	16	0	Pen	—	—	19S	14W
-4129	11	21	19	43	58	0	P	—	—	12N	33W
-4128	5	16	13	51	53	0	P	—	—	9S	52E
-4128	11	09	18	45	56	0	T	—	—	7N	59W
-4127	5	06	06	48	05	0	T	—	—	4S	64W
-4127	10	29	20	39	07	0	P	—	—	2N	40W
-4126	4	25	19	40	13	0	P	—	—	1N	121E
-4126	10	19	05	47	02	0	Pen	—	—	3S	85E
-4125	3	16	10	57	47	0	Pen	—	—	14N	54W
-4125	9	09	09	47	57	0	P	—	—	16S	105E
-4124	3	04	11	44	35	0	T	—	—	18N	50W
-4124	8	29	00	04	36	0	T	—	—	20S	55W
-4123	2	21	17	47	54	0	T	—	—	21N	29E
-4123	8	18	08	36	05	0	T	—	—	23S	69E
-4122	1	12	22	03	47	0	Pen	—	—	22N	49E
-4122	2	11	06	43	46	0	Pen	—	—	24N	147W
-4122	8	07	10	16	01	0	Pen	—	—	25S	73E
-4121	1	02	14	14	03	0	P	—	—	22N	81W
-4121	6	27	19	44	15	0	P	—	—	20S	177W
-4121	12	23	02	58	59	0	T	—	—	21N	103E
-4120	6	16	05	24	08	0	T	—	—	18S	53W
-4120	12	11	08	39	50	0	P	—	—	18N	178W
-4119	6	05	20	55	58	0	P	—	—	16S	176E
-4119	11	30	08	21	50	0	Pen	—	—	15N	156E
-4118	4	27	06	35	16	0	Pen	—	—	0N	73W
-4118	5	26	14	01	32	0	Pen	—	—	13S	61E
-4118	10	20	17	03	15	0	P	—	—	3S	109W
-4117	4	16	17	39	15	0	P	—	—	4N	81E
-4117	10	10	04	07	23	0	T	—	—	7S	45E
-4116	4	04	21	30	57	0	T	—	—	7N	131E
-4116	9	28	19	23	31	0	T	—	—	10S	100W
-4115	3	24	22	08	58	0	Pen	—	—	11N	120E
-4115	9	18	10	14	00	0	Pen	—	—	13S	114E
-4114	2	12	16	08	49	0	P	—	—	23N	10W
-4114	8	09	04	37	29	0	Pen	—	—	24S	0W
-4113	2	02	06	25	55	0	T	—	—	24N	171W
-4113	7	29	05	08	00	0	T	—	—	24S	11W
-4112	1	22	23	00	14	0	P	—	—	24N	74E
-4112	7	17	06	13	40	0	T	—	—	23S	8W
-4112	12	13	00	09	38	0	Pen	—	—	20N	49E
-4111	1	11	13	09	41	0	Pen	—	—	22N	87W
-4111	6	07	04	46	42	0	Pen	—	—	17S	62W
-4111	7	06	14	00	40	0	Pen	—	—	21S	102E
-4111	12	02	03	39	35	0	P	—	—	16N	98E
-4110	5	27	21	16	07	0	P	—	—	13S	167E
-4110	11	21	02	43	35	0	T	—	—	11N	72E
-4109	5	17	14	01	23	0	T	—	—	8S	52E
-4109	11	10	04	59	39	0	P	—	—	6N	91E
-4108	5	06	02	26	52	0	P	—	—	4S	139W
-4108	10	29	14	31	37	0	Pen	—	—	1N	130W
-4107	3	26	17	17	13	0	Pen	—	—	10N	46E
-4107	9	19	18	29	22	0	P	—	—	13S	124W
-4106	3	15	18	19	26	0	T	—	—	14N	50E
-4106	9	09	08	26	09	0	T	—	—	17S	75E
-4105	3	05	00	57	10	0	T	—	—	18N	144E
-4105	8	29	16	24	31	0	T	—	—	21S	175W
-4104	1	24	06	11	48	0	Pen	—	—	23N	180W
-4104	2	22	14	23	42	0	Pen	—	—	22N	31W
-4104	8	17	17	36	31	0	Pen	—	—	23S	156W
-4103	1	12	22	28	07	0	P	—	—	23N	50E
-4103	7	08	02	50	47	0	Pen	—	—	22S	62W
-4102	1	02	11	03	24	0	T	—	—	23N	126W
-4102	6	27	12	49	14	0	T	—	—	21S	78E
-4102	12	22	16	26	58	0	P	—	—	21N	62W
-4101	6	17	04	28	50	0	P	—	—	19S	68W
-4101	12	11	16	06	31	0	Pen	—	—	19N	73W
-4100	5	07	13	41	57	0	Pen	—	—	4S	43E
-4100	6	05	21	25	03	0	Pen	—	—	16S	177E
-4100	10	31	01	32	26	0	P	—	—	2N	37E
-4099	4	27	00	17	42	0	P	—	—	0S	178W
-4099	10	20	12	55	00	0	T	—	—	2S	169W
-4098	4	16	03	45	38	0	T	—	—	3N	129W
-4098	10	10	04	14	35	0	T	—	—	6S	46E
-4097	4	05	04	28	59	0	P	—	—	7N	140W
-4097	9	29	18	51	15	0	Pen	—	—	9S	100W
-4096	2	23	23	32	47	0	P	—	—	21N	120E
-4096	8	19	12	10	22	0	Pen	—	—	23S	115E
-4095	2	12	14	15	47	0	T	—	—	23N	40W
-4095	8	08	12	19	43	0	T	—	—	24S	104E
-4094	2	02	06	59	11	0	T	—	—	23N	155W
-4094	7	28	13	31	00	0	T	—	—	24S	123E
-4094	12	24	08	13	20	0	Pen	—	—	22N	180E
-4093	1	22	21	01	26	0	Pen	—	—	23N	44E
-4093	6	18	12	12	05	0	Pen	—	—	20S	54E
-4093	7	17	21	36	51	0	Pen	—	—	23S	127W
-4093	12	13	11	27	53	0	P	—	—	19N	146W
-4092	6	07	04	44	58	0	P	—	—	17S	62W
-4092	12	01	10	37	55	0	T	—	—	15N	157W
-4091	5	27	21	15	59	0	T	—	—	12S	168E
-4091	11	20	13	19	46	0	P	—	—	10N	138W
-4090	5	17	09	12	40	0	P	—	—	8S	23W
-4090	11	09	23	16	30	0	Pen	—	—	6N	1E
-4089	4	06	23	31	29	0	Pen	—	—	6N	162E
-4089	5	06	14	00	48	0	Pen	—	—	3S	41E
-4089	10	01	03	15	50	0	P	—	—	9S	22E
-4088	3	26	00	51	24	0	P	—	—	11N	166E
-4088	9	19	16	52	19	0	T	—	—	13S	139W
-4087	3	15	08	03	59	0	T	—	—	15N	100W
-4087	9	09	00	19	26	0	T	—	—	18S	45W
-4086	2	03	14	11	11	0	Pen	—	—	22N	49W
-4086	3	04	21	57	10	0	P	—	—	19N	100E
-4086	8	29	01	06	14	0	Pen	—	—	21S	41W
-4085	1	24	06	31	40	0	P	—	—	23N	165W
-4085	7	19	10	08	41	0	Pen	—	—	23S	54E
-4084	1	13	18	55	17	0	T	—	—	24N	5E
-4084	7	07	20	25	00	0	T	—	—	22S	167W
-4083	1	02	00	03	27	0	P	—	—	23N	69E
-4083	6	27	12	08	12	0	T	—	—	21S	63E
-4083	12	21	23	44	09	0	Pen	—	—	22N	58E
-4082	5	18	20	47	36	0	Pen	—	—	8S	159E
-4082	6	17	04	51	53	0	Pen	—	—	20S	52W
-4082	11	11	10	02	03	0	P	—	—	6N	168E
-4081	5	08	06	52	16	0	P	—	—	4S	62W
-4081	10	31	21	44	55	0	T	—	—	3N	23W
-4080	4	26	09	57	44	0	T	—	—	1S	28W
-4080	10	20	13	07	58	0	T	—	—	1S	168W
-4079	4	15	10	48	34	0	P	—	—	3N	24W
-4079	10	10	03	32	15	0	Pen	—	—	5S	46E
-4078	3	06	06	51	41	0	Pen	—	—	18N	124W
-4078	4	04	16	35	11	0	Pen	—	—	6N	55E
-4078	8	30	19	50	26	0	Pen	—	—	21S	114W
-4077	2	23	21	58	53	0	T	—	—	20N	91E
-4077	8	19	19	41	05	0	T	—	—	22S	125W
-4076	2	13	14	49	37	0	T	—	—	22N	25W
-4076	8	07	21	00	17	0	T	—	—	23S	121W
-4075	1	03	16	07	14	0	Pen	—	—	24N	49W
-4075	2	02	04	43	49	0	Pen	—	—	22N	175E
-4075	7	28	05	22	59	0	Pen	—	—	23S	12W
-4075	12	23	19	07	14	0	P	—	—	22N	15W
-4074	6	18	12	19	17	0	P	—	—	20S	54E
-4074	12	12	18	24	28	0	T	—	—	18N	41W
-4073	6	08	04	34	01	0	T	—	—	16S	61W
-4073	12	01	21	35	08	0	P	—	—	14N	8E
-4072	5	27	16	00	20	0	P	—	—	12S	93E
-4072	11	20	07	57	56	0	Pen	—	—	10N	147E
-4071	4	17	05	43	09	0	Pen	—	—	2N	97W
-4071	5	16	20	17	57	0	Pen	—	—	7S	142E
-4071	10	11	12	06	20	0	P	—	—	4S	168E
-4070	4	06	07	18	37	0	P	—	—	7N	93W
-4070	10	01	01	24	14	0	T	—	—	9S	8W
-4069	3	26	15	05	11	0	T	—	—	11N	16E
-4069	9	20	08	20	49	0	T	—	—	14S	86E
-4068	3	15	05	24	51	0	P	—	—	16N	144W
-4068	9	08	08	44	52	0	Pen	—	—	18S	90E
-4067	2	03	14	27	10	0	P	—	—	23N	49W
-4067	7	29	17	36	05	0	Pen	—	—	23S	175W
-4066	1	24	02	38	23	0	T	—	—	24N	136E
-4066	7	19	04	08	58	0	T	—	—	23S	36W
-4065	1	13	07	29	16	0	P	—	—	24N	175W
-4065	7	08	19	55	11	0	T	—	—	23S	166W
-4064	1	02	07	13	09	0	Pen	—	—	24N	174E
-4064	5	29	03	56	00	0	Pen	—	—	12S	86W
-4064	6	27	12	25	03	0	Pen	—	—	22S	63E
-4064	11	21	18	28	22	0	P	—	—	11N	62W
-4063	5	18	13	28	24	0	P	—	—	8S	39E
-4063	11	11	06	33	07	0	T	—	—	7N	123E
-4062	5	07	16	08	49	0	T	—	—	5S	73E
-4062	10	31	22	01	20	0	T	—	—	3N	23W
-4061	4	26	17	07	35	0	P	—	—	1S	77E
-4061	10	21	12	13	49	0	Pen	—	—	1S	177E
-4060	3	16	14	05	08	0	Pen	—	—	15N	8W
-4060	4	14	23	24	34	0	Pen	—	—	3N	156E
-4060	9	10	03	39	10	0	Pen	—	—	18S	17E
-4059	3	06	05	35	05	0	T	—	—	18N	138W
-4059	8	30	03	12	05	0	T	—	—	20S	9W
-4058	2	23	22	31	09	0	T	—	—	20N	106E
-4058	8	19	04	40	48	0	T	—	—	22S	10E
-4057	2	13	12	13	49	0	Pen	—	—	21N	69W
-4057	8	08	13	20	03	0	P	—	—	23S	119E
-4056	1	04	02	37	06	0	P	—	—	24N	116E
-4056	6	28	19	59	39	0	P	—	—	22S	175W
-4056	12	23	02	05	08	0	T	—	—	21N	89E
-4055	6	18	11	55	49	0	T	—	—	19S	54E
-4055	12	12	05	46	45	0	T	—	—	18N	139E
-4054	6	07	22	48	43	0	P	—	—	15S	151W
-4054	12	01	16	36	46	0	Pen	—	—	14N	67W
-4053	4	28	11	53	22	0	Pen	—	—	3S	4E
